Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
DNA biosynthetic process (GO:0071897)	13/39	0.0378266466476933	0.608925482155138	0	0	1.65139129716786	5.40787959200537	BARD1;BRCA1;TYMS;RAD51AP1;RAD51B;BRIP1;WRN;RAD51D;RAD51C;RAD51;TERT;RBBP8;POLE
cellular modified amino acid biosynthetic process (GO:0042398)	9/24	0.0380818023309448	0.611105148725821	0	0	1.85781520931385	6.07137491960551	PTDSS2;GCLC;PTDSS1;MGST2;HAGH;CHAC1;OPLAH;GCLM;CNDP2
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	9/24	0.0380818023309448	0.609189458604424	0	0	1.85781520931385	6.07137491960551	ERO1A;CEBPB;TMEM117;DNAJC10;CASP4;ITPR1;TNFRSF10B;TRIB3;CHAC1
regulation of cellular senescence (GO:2000772)	9/24	0.0380818023309448	0.607285741546285	0	0	1.85781520931385	6.07137491960551	ARG2;ING2;RBL1;CDK6;TERT;NEK6;ZKSCAN3;HMGA2;SLC30A10
response to insulin (GO:0032868)	21/71	0.0381769061185102	0.606905769229774	0	0	1.46531903833205	4.78503521714151	HDAC5;C2CD5;PKLR;GOT1;PDPK1;INSR;IRS2;PIK3R1;SORBS1;FOXO1;KAT2B;CPEB1;FER;RAB31;PKM;ENPP1;INPP5K;TRIB3;PCK1;GPLD1;RAB8B
negative regulation of protein serine/threonine kinase activity (GO:0071901)	20/67	0.0386791713952954	0.612980781460226	0	0	1.47885787806077	4.80991726628921	LYN;HEXIM1;CEBPA;DUSP1;GSTP1;PTPRJ;IRAK3;SORL1;PYCARD;UCHL1;HHEX;RGS2;PRKAR1A;PRKAR2B;HYAL2;PRKAR2A;NF1;INPP5K;SPRY2;APOE
negative regulation of protein binding (GO:0032091)	20/67	0.0386791713952954	0.611083008143011	0	0	1.47885787806077	4.80991726628921	LRPAP1;RALB;ROCK1;HSPA5;USP33;LRRK2;CTSZ;TMC8;ARRB2;IFIT1;SORL1;PTPRF;GTPBP4;AURKB;IFIT2;AURKA;DNAJB2;GNL3L;MAPRE1;ZFPM1
regulation of protein localization to plasma membrane (GO:1903076)	20/67	0.0386791713952954	0.609196949475903	0	0	1.47885787806077	4.80991726628921	LRP1;PDPK1;STX8;AKR1B1;PIK3R1;SORBS1;DLG1;TMBIM1;WNK3;PTPN9;STX3;LDLRAP1;MRAP2;AP2M1;EPHA3;SPTBN1;PLS1;APPL1;PICALM;BCL2L1
response to unfolded protein (GO:0006986)	14/43	0.0387043103049183	0.607717216879994	0	0	1.61298684839652	5.24511758197656	PRKN;HSPA9;HSPA8;HSPA5;HSPA1L;HSPA4L;HSPA2;TM7SF3;DNAJB2;ERP44;HYOU1;STT3B;HSPA1B;HSPA1A
positive regulation of canonical Wnt signaling pathway (GO:0090263)	31/113	0.0388895335964221	0.608752423136631	0	0	1.35910965165143	4.41306998043043	JRK;VCP;PSMD11;PSMD13;TNKS;LRRK2;NRARP;PSMB10;PSMD8;PSMB6;PSMB5;PSMD2;PSMD3;PSMD1;FAM53B;PSMF1;TBL1X;TRPM4;SMURF2;DAPK3;FZD9;AXIN1;CSNK1D;PSMB9;GPRC5B;PSMC5;PSMC3;PSMC4;CAPRIN2;UBA52;LGR4
oligosaccharide metabolic process (GO:0009311)	19/63	0.0390878763472854	0.609986033639747	0	0	1.49411593553283	4.84383859068748	GALNT6;ST6GALNAC1;GALNT14;MANBA;ST6GAL1;IDUA;GALNT2;GALNT18;GALNT1;MAN2B2;NEU1;ST3GAL4;ST8SIA4;ST3GAL5;MGAT2;ST6GALNAC4;ST3GAL1;ST6GALNAC6;MPDU1
iron ion homeostasis (GO:0055072)	19/63	0.0390878763472854	0.608126320122553	0	0	1.49411593553283	4.84383859068748	ATP6V1A;SLC46A1;ALAS2;SMAD4;NDFIP1;ABCB6;SLC11A2;SLC40A1;ERFE;SLC25A37;HEPH;FTH1;ATP6V0A2;HMOX1;NEO1;UBA52;ABCG2;FTL;PICALM
pigment granule transport (GO:0051904)	7/17	0.0393550724291043	0.610422293634406	0	0	2.03995395532501	6.59951706972185	BBS2;MKKS;BLOC1S6;MLPH;RAB27A;RAB27B;BBS4
regulation of protein localization to membrane (GO:1905475)	7/17	0.0393550724291043	0.608572529108241	0	0	2.03995395532501	6.59951706972185	PRKN;STX8;AKR1B1;FYN;LDLRAP1;SPTBN1;APPL1
positive regulation of calcium ion transmembrane transporter activity (GO:1901021)	7/17	0.0393550724291043	0.606733941407008	0	0	2.03995395532501	6.59951706972185	RYR2;GSTM2;GSTO1;AKAP6;PKD2;CALM1;CALM2
melanosome transport (GO:0032402)	7/17	0.0393550724291043	0.6049064295353	0	0	2.03995395532501	6.59951706972185	BBS2;MKKS;BLOC1S6;MLPH;RAB27A;RAB27B;BBS4
cellular response to glucocorticoid stimulus (GO:0071385)	7/17	0.0393550724291043	0.603089893710869	0	0	2.03995395532501	6.59951706972185	ZFP36;BCL2L11;KLF9;NR3C1;PCK1;ZFP36L2;AQP1
viral entry into host cell (GO:0046718)	7/17	0.0393550724291043	0.601284235346466	0	0	2.03995395532501	6.59951706972185	NPC1;CD81;AXL;HYAL2;GAS6;EPS15;NECTIN1
dicarboxylic acid metabolic process (GO:0043648)	18/59	0.0393798839808823	0.599867307326693	0	0	1.51144288215364	4.88876223194232	SLC46A1;GOT1;MDH1;AADAT;MDH2;IDH1;DLST;CELSR1;ASS1;GCLC;MTHFD1;OGDH;ME3;L2HGDH;ALDH18A1;GCLM;NIT2;SLC19A1
long-chain fatty acid metabolic process (GO:0001676)	17/55	0.0395268401787687	0.60031388521505	0	0	1.53129011191929	4.94725433141233	ELOVL1;GSTM2;ACSL1;ELOVL5;ELOVL2;GSTP1;HSD17B4;ALOX12B;ALOX12;AIG1;ACOX1;ACOT2;ACOT1;ACSBG1;ABCD1;SLC27A2;FADS1
regulation of stem cell differentiation (GO:2000736)	25/88	0.040447252239623	0.612469816554292	0	0	1.4074357646317	4.51471131745017	PSMD11;LDB1;CBFB;PSMD13;GATA1;PSMB10;ZFP36L2;PSMD8;PSMB6;PSMB5;PSMD2;MYB;PSMD3;PSMD1;HES1;PSMF1;HES5;JAG1;PSMB9;PSMC5;PSMC3;TAL1;PSMC4;TCF3;UBA52
sulfur compound biosynthetic process (GO:0044272)	33/122	0.0408616666008169	0.616914451668546	0	0	1.340063429669	4.28493710950244	SLC35B3;CHPF;MGST3;GSTP1;SLC35D2;MGST1;MGST2;LIAS;OPLAH;PAPSS2;CNDP2;NDST1;HPGDS;ST3GAL4;CHAC1;ST3GAL1;CSGALNACT1;MPST;GSTM4;GSTM3;GSTM2;CHST7;GSTO1;TPK1;GLCE;EXT1;GCLC;VCAN;B4GAT1;HAGH;GCLM;CHST2;B4GALT4
production of miRNAs involved in gene silencing by miRNA (GO:0035196)	10/28	0.0412445612677891	0.62085839572132	0	0	1.76934781839414	5.64109845172824	TRIM71;SMAD2;SMAD1;LIN28B;SMAD3;AGO3;AGO4;AGO2;DGCR8;DICER1
antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)	10/28	0.0412445612677891	0.619032341616257	0	0	1.76934781839414	5.64109845172824	SEC14L3;SEC23A;SEC13;ERAP2;HLA-B;HLA-C;TAP1;HLA-A;CALR;IFI30
transforming growth factor beta receptor signaling pathway (GO:0007179)	22/76	0.0431493401101218	0.645721649800445	0	0	1.43410296859315	4.50751205291617	SMAD2;SMAD1;SMAD4;SMAD3;HPGD;TGFB3;GDF15;USP9Y;FOXH1;PXN;PTPRK;ARRB2;F11R;NLK;TGFBR2;EID2;TWSG1;PARD6A;FNTA;PARD3;UBA52;UBE2M
positive regulation of TOR signaling (GO:0032008)	11/32	0.0434916445521256	0.64894111739619	0	0	1.70299727520436	5.33921396219101	FLCN;SEC13;SEH1L;WDR59;MIOS;PIK3CA;RRAGC;RRAGD;MLST8;GAS6;TELO2
negative regulation of fat cell differentiation (GO:0045599)	11/32	0.0434916445521256	0.647049160785706	0	0	1.70299727520436	5.33921396219101	SMAD3;ZADH2;AXIN1;ENPP1;RORA;TRIB3;ZFPM1;TRIB2;FOXO1;ZFP36L2;RUNX1T1
positive regulation of telomere maintenance via telomerase (GO:0032212)	11/32	0.0434916445521256	0.645168203922957	0	0	1.70299727520436	5.33921396219101	CCT3;CCT6A;HMBOX1;TNKS;NEK7;PARN;FBXO4;POT1;MAPKAPK5;MAPK15;AURKB
response to metal ion (GO:0010038)	21/72	0.0439714539384488	0.650395157820012	0	0	1.44496738502188	4.51438824377535	SLC30A7;SLC30A6;HOMER1;TRPC1;SLC30A5;SLC11A2;NEDD4L;SLC30A1;ITPR3;SLC30A10;AQP3;NDRG1;CRIP1;PPP3CA;PPP5C;ATP7B;NEDD4;TESMIN;CALM1;CALM2;SNCA
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	21/72	0.0439714539384488	0.648515403028625	0	0	1.44496738502188	4.51438824377535	FBXW5;PSMD11;PSMD13;KIF14;PSMB10;PSMB9;PSMD8;FBXL20;PSMB6;PSMC5;PSMB5;PSMC3;PSMC4;PSMD2;PSMD3;FBXO4;PSMD1;FBXO6;PSMF1;BTRC;UBA52
cellular response to peptide hormone stimulus (GO:0071375)	30/110	0.0447233527989177	0.657703946204256	0	0	1.35113833404643	4.19833739699165	HDAC5;C2CD5;ADCY3;IRS2;PIK3R1;SLC30A10;FOXO1;CRHBP;GNG2;PRKAR2B;PRKAR2A;ENPP1;INPP5K;PCK1;RAB8B;GOT1;PKLR;PDPK1;INSR;SORBS1;KAT2B;CPEB1;FER;RAB31;PKM;PRKAR1A;GNB2;GNB4;TRIB3;GPLD1
calcium ion transmembrane import into cytosol (GO:0097553)	12/36	0.0450277225763333	0.660277207778819	0	0	1.65139129716786	5.12010060547491	ERO1A;RYR2;IBTK;PTPRC;TRPV5;ITPR1;ATP2B4;ITPR2;ITPR3;PKD2;FGF2;RYR3
secondary alcohol biosynthetic process (GO:1902653)	12/36	0.0450277225763333	0.658385296008679	0	0	1.65139129716786	5.12010060547491	IDI1;SQLE;PLPP6;ACAA2;HMGCS1;CYP51A1;MSMO1;HMGCR;APOE;HSD17B7;LSS;TM7SF2
protein acylation (GO:0043543)	12/36	0.0450277225763333	0.65650419516294	0	0	1.65139129716786	5.12010060547491	KAT2B;ABHD17B;ZDHHC20;ZDHHC6;ZDHHC21;ABHD17C;ZDHHC8;ZDHHC2;CLOCK;ZDHHC3;FOXO1;ZDHHC14
non-motile cilium assembly (GO:1905515)	8/21	0.0451206377870077	0.655984657057265	0	0	1.88730433962042	5.84765308806283	TBC1D32;MBD1;TMEM107;TOGARAM1;CEP250;CSNK1D;PIBF1;BBS4
cellular response to alkaloid (GO:0071312)	8/21	0.0451206377870077	0.654121064281535	0	0	1.88730433962042	5.84765308806283	RYR2;CRHBP;GSTM2;RAD51;CASP6;CASP3;SPIDR;RYR3
positive regulation of mitochondrial fission (GO:0090141)	6/14	0.0456094617482489	0.659334513601456	0	0	2.12321738207297	6.55573110762587	PRKN;FIS1;BNIP3;DDHD1;MFF;DNM1L
interleukin-6-mediated signaling pathway (GO:0070102)	6/14	0.0456094617482489	0.657471986726875	0	0	2.12321738207297	6.55573110762587	SMAD4;FER;IL6ST;JAK2;IL6R;JAK1
regulation of response to interferon-gamma (GO:0060330)	6/14	0.0456094617482489	0.655619952961448	0	0	2.12321738207297	6.55573110762587	IFNGR1;IFNGR2;PARP9;JAK2;PTPN2;JAK1
sterol biosynthetic process (GO:0016126)	13/40	0.0460096488374303	0.659514713532042	0	0	1.61010651473867	4.9573636255879	IDI1;ACAA2;HMGCS1;FAXDC2;CYP51A1;MSMO1;HMGCR;HSD17B7;LSS;TM7SF2;SQLE;PLPP6;APOE
regulation of release of cytochrome c from mitochondria (GO:0090199)	13/40	0.0460096488374303	0.657667333382092	0	0	1.61010651473867	4.9573636255879	PRKN;MOAP1;PRELID1;GPX1;BIK;BNIP3;MFF;PYCARD;BCL2L11;FAM162A;BMF;DNM1L;BCL2L1
DNA-dependent DNA replication (GO:0006261)	17/56	0.0464276996332684	0.661789249241812	0	0	1.50394564563502	4.61690111037469	PRIM2;RPA1;LRWD1;PRIMPOL;ORC4;HELB;POLA2;CDC34;CDC45;RAD51;ORC3;POLE3;CDK2AP1;POLK;POLE;POLG;MCM2
cholesterol transport (GO:0030301)	14/44	0.046557682304231	0.661793461834236	0	0	1.57632805638751	4.8346978603396	ABCA1;STARD4;OSBPL5;ABCA5;ABCA7;NPC1;SOAT1;NPC2;LIPG;APOC1;APOE;CD36;LDLRAP1;ABCG2
regulation of apoptotic process (GO:0042981)	184/815	0.046664189790734	0.661464890283655	0	0	1.11848833869529	3.42791870239958	MTCH1;STEAP3;ARL6IP1;SCX;IFIT3;AQP1;IFIT2;PYCARD;PREX1;LGALS1;CCND2;FAM162A;PIM1;ARL6IP5;TNFRSF8;MAP3K8;SKP2;TMEM14A;TGM2;MAP2K3;BNIP3L;DAPK1;ACTN1;DAPK3;ACTN4;WDR73;ATAD3A;TIAM2;NSMF;TNIK;ATF5;IL6ST;ATF6;UBA52;EPHA3;GPLD1;BEX3;VCP;MAGED1;HTRA2;TNFRSF11A;PIK3R1;OMA1;FOXO3;GATA1;NDRG1;FOXO1;MTDH;SOCS2;PRDX2;PRDX5;BCL2L11;APH1B;SCIN;IRAK1;BAG1;BMF;BARD1;HSPA9;MOAP1;PRELID1;GADD45B;HSPA5;GADD45A;TGFB3;PLK2;INSR;SIAH2;FZD9;TNFRSF10B;HMGA2;AZU1;SMAD6;INHBE;NET1;AHI1;GCLC;TP53I3;STK24;BCL6;IL7;STK26;WNK3;ALB;NF1;CALR;FGFR4;FGFR3;BCL2L1;FGFR1;FANK1;TNFAIP8;FLT3;FLT4;FHL2;KIF14;CHM;BRCA1;HMGB1;IER3IP1;BABAM2;FLCN;CASP10;ADAMTSL4;CASP6;C1QBP;CASP3;NUP62;MYO18A;CTSH;ERC1;JAK2;DNM1L;IFT57;CTNNBL1;CTSB;ARHGEF11;VAV3;KLF11;ARHGEF12;APAF1;TNFRSF12A;DUSP1;SPHK2;SPHK1;ANXA4;ANXA5;ARHGEF19;ANO6;TNFRSF1B;YWHAZ;TOPORS;VAV1;VAV2;NME1;RHOB;SUPV3L1;RNF144B;TMBIM4;RASA1;KIT;CAT;TNFRSF25;BIRC7;GAS6;SOS1;SGK1;SOS2;CD44;ITGB3BP;BIRC3;ARHGEF6;PRKN;PHLPP1;GSTP1;MALT1;FGD3;FGD4;MAPK9;WRN;PERP;TP53INP1;BNIP2;FYN;MAP4K3;MAP4K4;SNCA;GDF11;EGLN3;MAP3K1;SEMA4D;GDF15;BNIP3;MCF2;BMP8B;CFLAR;AXL;APEX1;CTNNB1;SPRY2;NAA16;CIAPIN1;HSPA1B;HSPA1A
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	15/48	0.0467645707834529	0.661051536587147	0	0	1.54817934109487	4.74149956232272	MOAP1;DYRK2;HTRA2;AEN;BRCA1;CRIP1;HIC1;TOPORS;HIPK2;PYCARD;BCL2L11;DDIT4;FNIP2;IKBKE;BCL2L1
endosome to lysosome transport (GO:0008333)	15/48	0.0467645707834529	0.659225427370056	0	0	1.54817934109487	4.74149956232272	VCP;VPS4B;AKTIP;DENND3;HOOK3;MTM1;RHOB;VAMP7;SNX16;HOOK1;RAB12;KIF13A;RILP;UBXN6;SCYL2
positive regulation of binding (GO:0051099)	23/81	0.0481347734767455	0.676671484991273	0	0	1.40674073462448	4.26770029697697	GPSM1;PRKN;APP;RALB;LRP1;USP33;LRRK2;AKTIP;AMFR;HMGB1;PARP9;NME1;ADD2;HIPK2;HMBOX1;TERT;DPH3;CAPRIN2;FLOT1;RAPGEF2;TRIB3;HES1;APOE
regulation of mRNA stability (GO:0043488)	34/128	0.0486052976292138	0.681408884071093	0	0	1.31595243993064	3.97947011534702	PSMD11;PSMD13;YWHAB;PARN;ZFP36L2;PSMB10;TBRG4;PSMD8;EXOSC7;PSMB6;ZFP36;EXOSC5;EXOSC4;PSMB5;PSMD2;EXOSC9;PSMD3;IGF2BP1;PSMD1;IGF2BP3;PSMF1;NUP214;HSPA8;YWHAZ;PSMB9;PSMC5;PSMC3;PSMC4;APEX1;VIM;UBA52;DCP2;EIF4G1;HSPA1A
negative regulation of cellular protein localization (GO:1903828)	9/25	0.0491620656751659	0.687326085316087	0	0	1.78350260094129	5.37303874790908	FLCN;SIN3A;LEPROTL1;OTUD7B;NEDD4L;SNX33;COMMD1;LZTFL1;PICALM
negative regulation of ubiquitin protein ligase activity (GO:1904667)	22/77	0.0492722098100763	0.686983843335572	0	0	1.41547825471531	4.26114873478259	PSMD11;ANAPC16;PSMD13;UBE2C;USP44;PSMB10;ANAPC11;PSMB9;CDC20;PSMD8;PSMB6;MAD2L2;FZR1;PSMC5;PSMB5;PSMC3;PSMC4;PSMD2;PSMD3;PSMD1;PSMF1;UBA52
mitotic cell cycle phase transition (GO:0044772)	55/221	0.0503828030004099	0.700554342537034	0	0	1.23293920376786	3.68415225867018	RB1;CEP57;TRIM71;CEP164;EPS8;CNTRL;CEP250;BTRC;CEP290;POLE;CEP135;HAUS4;CSNK1D;TUBG1;DYNLL1;HAUS2;HAUS1;CCNA2;CDC34;CCNE2;CCNE1;MCM4;CEP63;MAPRE1;UBA52;SFI1;CACUL1;SDCCAG8;MCM2;PRIM2;ACVR1B;AURKA;ORC4;CDC45;PRKAR2B;ORC3;CEP192;PCNT;CEP76;CEP78;CDKN2B;UBE2C;PLK2;NDE1;MBD1;CEP152;RPA1;RPA2;NEDD1;POLA2;CDK6;ALMS1;POLE3;SPDYA;CEP41
regulation of cellular biosynthetic process (GO:0031326)	10/29	0.0519227043099431	0.72000423938489	0	0	1.70833582465641	5.05325586915829	C3;STC2;PDK4;IGF2BP1;PRG2;SIRT5;IGF2BP3;ADIPOR1;FGFR4;ADIPOR2
negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315)	5/11	0.0521733217001487	0.721518863511813	0	0	2.25189722341072	6.65026683468802	GSTM2;GSTO1;PKD2;CALM1;CALM2
positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213)	5/11	0.0521733217001487	0.719568812529349	0	0	2.25189722341072	6.65026683468802	TNRC6C;BTG2;ZFP36;AGO2;TOB1
negative regulation of fatty acid biosynthetic process (GO:0045717)	5/11	0.0521733217001487	0.717629273951103	0	0	2.25189722341072	6.65026683468802	APOC1;TRIB3;ERLIN2;BRCA1;PIBF1
brain morphogenesis (GO:0048854)	5/11	0.0521733217001487	0.715700162999621	0	0	2.25189722341072	6.65026683468802	BBS2;MKKS;PTEN;SHANK2;BBS4
biotin metabolic process (GO:0006768)	5/11	0.0521733217001487	0.713781395806593	0	0	2.25189722341072	6.65026683468802	SLC5A6;BTD;PCCA;HLCS;ACACB
phosphatidylinositol dephosphorylation (GO:0046856)	5/11	0.0521733217001487	0.711872889400693	0	0	2.25189722341072	6.65026683468802	INPP5F;SACM1L;PTEN;INPP5K;MTM1
mitochondrion distribution (GO:0048311)	5/11	0.0521733217001487	0.709974561695624	0	0	2.25189722341072	6.65026683468802	CLUH;LRRK2;DNM1L;TRAK2;MTM1
negative regulation of amyloid precursor protein catabolic process (GO:1902992)	5/11	0.0521733217001487	0.708086331478349	0	0	2.25189722341072	6.65026683468802	ROCK1;ABCA7;APOE;SORL1;PICALM
transcytosis (GO:0045056)	5/11	0.0521733217001487	0.706208118397504	0	0	2.25189722341072	6.65026683468802	LRPAP1;LRP1;USO1;RAB5A;PICALM
regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211)	5/11	0.0521733217001487	0.704339842952008	0	0	2.25189722341072	6.65026683468802	TNRC6C;BTG2;ZFP36;AGO2;TOB1
negative regulation of protein localization to cell surface (GO:2000009)	5/11	0.0521733217001487	0.702481426479839	0	0	2.25189722341072	6.65026683468802	LEPROTL1;NEDD4L;SNX33;COMMD1;PICALM
positive regulation of fatty acid biosynthetic process (GO:0045723)	5/11	0.0521733217001487	0.700632791146998	0	0	2.25189722341072	6.65026683468802	MLXIPL;LPGAT1;ELOVL5;NR1H2;MID1IP1
negative regulation of cardiac muscle hypertrophy (GO:0010614)	5/11	0.0521733217001487	0.698793859936638	0	0	2.25189722341072	6.65026683468802	SMAD4;RGS2;P2RX4;ATP2B4;FOXO1
positive regulation of sodium ion transmembrane transporter activity (GO:2000651)	5/11	0.0521733217001487	0.696964556638375	0	0	2.25189722341072	6.65026683468802	TESC;WNK3;DMD;ACTN4;ANK3
negative regulation of release of sequestered calcium ion into cytosol (GO:0051280)	5/11	0.0521733217001487	0.695144805837752	0	0	2.25189722341072	6.65026683468802	GSTM2;GSTO1;PKD2;CALM1;CALM2
embryonic hemopoiesis (GO:0035162)	5/11	0.0521733217001487	0.693334532905883	0	0	2.25189722341072	6.65026683468802	TAL1;KIT;THOC5;ZFPM1;TGFBR2
regulation of inclusion body assembly (GO:0090083)	5/11	0.0521733217001487	0.691533663989244	0	0	2.25189722341072	6.65026683468802	DNAJB2;DNAJA4;HSPA2;HSPA1B;HSPA1A
proteasome assembly (GO:0043248)	5/11	0.0521733217001487	0.689742125999635	0	0	2.25189722341072	6.65026683468802	PSMD8;PSMD11;PSMD13;ADRM1;PSMG2
glycolipid metabolic process (GO:0006664)	19/65	0.0524334483286166	0.691389888426177	0	0	1.44814313751643	4.26943089681407	ASAH1;POGLUT1;CERK;FUCA1;ABO;SUMF1;GALC;UGCG;STS;SCCPDH;GM2A;GLB1;B3GNT5;NEU1;ST3GAL4;ESYT1;ARSD;ST6GALNAC4;ST6GALNAC6
regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	18/61	0.0533440151283118	0.701583786597358	0	0	1.46188737782073	4.28478238577291	LYN;FLT3;IL18;LIF;PARP9;PARP14;INPP5F;KIT;STAP2;HES1;JAK2;IL6ST;IL6R;PIBF1;FGFR3;HES5;PTPN2;CRLF1
establishment of melanosome localization (GO:0032401)	7/18	0.0534894127793866	0.701687592321876	0	0	1.92662318002917	5.64167581990538	BBS2;MKKS;BLOC1S6;MLPH;RAB27A;RAB27B;BBS4
negative regulation of calcium-mediated signaling (GO:0050849)	7/18	0.0534894127793866	0.699888393367205	0	0	1.92662318002917	5.64167581990538	GSTM2;GSTO1;ATP2B4;ITPR1;PKD2;CALM1;CALM2
actin filament polymerization (GO:0030041)	7/18	0.0534894127793866	0.69809839747624	0	0	1.92662318002917	5.64167581990538	PREX1;COBLL1;MSRB2;JAK2;ARHGAP6;TTC17;MSRB1
release of cytochrome c from mitochondria (GO:0001836)	7/18	0.0534894127793866	0.696317534217372	0	0	1.92662318002917	5.64167581990538	FIS1;FZD9;IFI6;MFF;DNM1L;TIMM50;BCL2L1
cellular macromolecule biosynthetic process (GO:0034645)	87/367	0.0535398535017584	0.69520069317932	0	0	1.17442269362619	3.43792158245428	ACHE;HBS1L;ALAS2;RPL3;THRB;LDB1;RPLP1;MRPS12;SCX;AKR1B1;MRPL36;ASH2L;BRCA1;RPL8;NR3C1;PWP1;PTMS;MRPL4;HELB;RPS16;MRPL1;EEF2K;RPL18A;TOP1MT;NUP62;POLE;HUS1;ARNT;GTPBP2;BAZ1B;MRPS7;TOPORS;MRPS5;TUFM;RRAGC;EEF1D;MCM4;TOP1;MCM2;CEBPA;RNASEH2A;GTF3C6;GCNT1;RRBP1;TYMS;MRPL13;GSPT2;RECQL4;TBRG1;ORC4;BRIP1;WRN;CDC45;TERT;POLR2A;ORC3;POLR2C;ST3GAL4;RBBP8;IGF2BP3;RPS2;POLR2H;ATRIP;RPL17;POLR2K;ABCF1;RPL39L;BARD1;NFE2;DUT;SWT1;RPA1;MRPL28;RPA2;EEF2;EXT1;PPP5C;POLA2;POLR3A;AGO2;POLE3;RPS6KB2;RAD17;TCF3;RPS21;EIF4G1;NFKBIB
carboxylic acid metabolic process (GO:0019752)	11/33	0.0537264046286931	0.695852392944723	0	0	1.65139129716786	4.82842158700044	CSGALNACT1;CYB5A;GLUD1;ST6GAL1;CARNMT1;HYAL1;GSTO1;SLC2A1;SIRT4;ST3GAL1;FTCD
protein homotetramerization (GO:0051289)	17/57	0.0541415515987023	0.699454019767539	0	0	1.47756063430809	4.30879337317306	GPX3;KCNJ12;DCXR;PKD2;ACACB;HSD17B10;RYR3;CRYZ;RXRA;CAT;TRPV5;CD247;DNM1L;ALDOA;ACPP;DECR1;TRPM4
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)	23/82	0.0545528568501697	0.702987950773778	0	0	1.38958535981198	4.04172740731168	CDKN1C;SMAD2;GDF11;SMAD4;CDKN2B;BMPR2;SMAD3;TGFB3;GDF15;BMP8B;ACVR1B;ACVR2B;HIPK2;INHBE;NUP93;FLCN;SDCBP;ING2;STK11;TWSG1;UBE2O;RNF111;HES5
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	16/53	0.0547912529633011	0.70428152108747	0	0	1.49559966535957	4.34355751222161	LYN;FLT3;IL18;LIF;PARP9;PARP14;KIT;STAP2;HES1;JAK2;IL6ST;IL6R;PIBF1;FGFR3;HES5;CRLF1
telomere organization (GO:0032200)	13/41	0.055342914282122	0.70958515472781	0	0	1.57083562413529	4.54632290095533	DCLRE1B;SP100;DOT1L;RPA1;RPA2;TERF1;RECQL4;WRN;RAD51D;TERT;APEX1;POT1;TELO2
DNA recombinase assembly (GO:0000730)	4/8	0.0579572795989187	0.741243102238802	0	0	2.4770869457518	7.05486524267436	RAD51B;RAD51D;RAD51C;RAD51
response to magnesium ion (GO:0032026)	4/8	0.0579572795989187	0.739389994483205	0	0	2.4770869457518	7.05486524267436	SLFN14;ANK3;RYR3;SNCA
cytoskeletal anchoring at nuclear membrane (GO:0090286)	4/8	0.0579572795989187	0.737546129160304	0	0	2.4770869457518	7.05486524267436	SUN1;SPAG4;SYNE3;SYNE1
DNA repair complex assembly (GO:0090735)	4/8	0.0579572795989187	0.735711437296721	0	0	2.4770869457518	7.05486524267436	RAD51B;RAD51D;RAD51C;RAD51
microvillus assembly (GO:0030033)	4/8	0.0579572795989187	0.733885850603677	0	0	2.4770869457518	7.05486524267436	STK26;RAPGEF2;FXYD5;TNIK
deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0000290)	4/8	0.0579572795989187	0.73206930146852	0	0	2.4770869457518	7.05486524267436	PAN3;DCPS;DCP2;DCP1B
negative regulation of hippo signaling (GO:0035331)	4/8	0.0579572795989187	0.730261722946375	0	0	2.4770869457518	7.05486524267436	DLG5;WWC3;LIMD1;MARK3
regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902959)	4/8	0.0579572795989187	0.728463048751926	0	0	2.4770869457518	7.05486524267436	EFNA1;LYN;SORL1;PICALM
late endosome to vacuole transport via multivesicular body sorting pathway (GO:0032511)	4/8	0.0579572795989187	0.726673213251307	0	0	2.4770869457518	7.05486524267436	LEPROTL1;SNF8;VPS36;VPS28
double-strand break repair via synthesis-dependent strand annealing (GO:0045003)	4/8	0.0579572795989187	0.724892151454122	0	0	2.4770869457518	7.05486524267436	RAD51B;RAD51D;RAD51C;RAD51
heterochromatin assembly (GO:0031507)	4/8	0.0579572795989187	0.723119799005579	0	0	2.4770869457518	7.05486524267436	CENPV;BAHD1;HMGA2;TNRC18
leptin-mediated signaling pathway (GO:0033210)	4/8	0.0579572795989187	0.721356092178736	0	0	2.4770869457518	7.05486524267436	BBS2;MKKS;LEPR;BBS4
negative regulation of exocytosis (GO:0045920)	4/8	0.0579572795989187	0.719600967866866	0	0	2.4770869457518	7.05486524267436	PRKN;VPS4B;STXBP6;SNCA
