GO_Biological_Process_2018.Term	GO_Biological_Process_2018.Overlap	GO_Biological_Process_2018.P.value	GO_Biological_Process_2018.Adjusted.P.value	GO_Biological_Process_2018.Old.P.value	GO_Biological_Process_2018.Old.Adjusted.P.value	GO_Biological_Process_2018.Odds.Ratio	GO_Biological_Process_2018.Combined.Score	GO_Biological_Process_2018.Genes
Golgi transport vesicle coating (GO:0048200)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	TMED9;TMED10;TMED2
amino sugar catabolic process (GO:0046348)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	GNPDA1;NAGK;GNPDA2
iron ion import across plasma membrane (GO:0098711)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	HFE;ARHGAP1;PICALM
negative regulation of coenzyme metabolic process (GO:0051198)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	HDAC4;PPARA;CBFA2T3
queuosine metabolic process (GO:0046116)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	QTRT2;TXNDC9;PDCL
regulation of ribonucleoprotein complex localization (GO:2000197)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	AKAP8L;SUPT6H;IWS1
COPI-coated vesicle budding (GO:0035964)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	TMED9;TMED10;TMED2
citrate metabolic process (GO:0006101)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	STAT5A;ACLY;ACO2
citrulline metabolic process (GO:0000052)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	CPS1;ALDH18A1;ASS1
regulation of cellular response to oxidative stress (GO:1900407)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	PRKN;PINK1;GCH1
ammonium transmembrane transport (GO:0072488)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	RHAG;RHCE;RHD
regulation of glial cell apoptotic process (GO:0034350)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	PRKCI;PRKCD;PRKCA
regulation of protein localization to cell cortex (GO:1904776)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	GPSM2;NUMA1;EPB41
carbohydrate transport (GO:0008643)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	SLC50A1;SLC26A6;AQP1
positive regulation of microtubule motor activity (GO:2000576)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	DYNC1I2;MTCL1;DYNLL1
regulation of cellular carbohydrate catabolic process (GO:0043471)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	PPP1R3B;PGAM1;BPGM
positive regulation of helicase activity (GO:0051096)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	MSH2;MSH3;SSBP1
regulation of mitotic spindle checkpoint (GO:1903504)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	CCNB1;DUSP1;USP44
positive regulation of histone phosphorylation (GO:0033129)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	CDK9;RPS6KA4;FMR1
gland morphogenesis (GO:0022612)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	SLC9A3R1;TGFB1;MSN
regulation of transforming growth factor beta2 production (GO:0032909)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	SMAD4;SMAD3;HIF1A
ribonucleoside biosynthetic process (GO:0042455)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	QTRT2;TXNDC9;PDCL
negative regulation of cytoplasmic translation (GO:2000766)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	CPEB1;FMR1;CPEB4
positive regulation of protein localization to endosome (GO:1905668)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	MSN;EZR;SORL1
plus-end-directed organelle transport along microtubule (GO:0072386)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	KIF3A;KIF13A;KIFAP3
positive regulation of microglial cell activation (GO:1903980)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	APP;STAP1;AGER
glycosyl compound catabolic process (GO:1901658)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	FUCA2;GBA2;GLA
polyphosphate metabolic process (GO:0006797)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	MINPP1;PRUNE1;BNIP2
regulation of dendritic cell chemotaxis (GO:2000508)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	C1QBP;CALR;GAS6
negative regulation of DNA repair (GO:0045738)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	RNF169;UBR5;OTUB1
queuosine biosynthetic process (GO:0008616)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	QTRT2;TXNDC9;PDCL
morphogenesis of an endothelium (GO:0003159)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	CSNK2B;CTNNB1;CCM2
positive regulation of centrosome cycle (GO:0046607)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	RANBP2;RANBP1;CEP120
positive regulation of trophoblast cell migration (GO:1901165)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	C1QBP;AGO2;ACVR1B
regulation of extracellular exosome assembly (GO:1903551)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	PDCD6IP;SDC4;STAM
astrocyte differentiation (GO:0048708)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	EIF2B5;CDK6;STAT3
negative regulation of cell cycle phase transition (GO:1901988)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	RGCC;ATF5;ZFP36L2
cellular response to granulocyte macrophage colony-stimulating factor stimulus (GO:0097011)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	ZFP36;NPR2;ZFP36L2
nucleoside phosphate catabolic process (GO:1901292)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	ENPP3;DCTPP1;ITPA
regulation of mRNA export from nucleus (GO:0010793)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	AKAP8L;SUPT6H;IWS1
negative regulation of interleukin-6 secretion (GO:1900165)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	C5AR2;PTPN22;GAS6
astrocyte activation (GO:0048143)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	APP;LRP1;PSEN1
regulation of osteoclast development (GO:2001204)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	NOTCH2;FBXW7;FBN1
negative regulation of glycogen biosynthetic process (GO:0045719)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	GSK3A;INPP5K;PASK
neuron remodeling (GO:0016322)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	FARP2;APP;ANKS1A
regulation of glomerular filtration (GO:0003093)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	F2R;EMP2;GAS6
negative regulation of mRNA catabolic process (GO:1902373)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	DHX34;FMR1;PKP3
cellular response to chemokine (GO:1990869)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	LRCH1;DOCK8;RHOA
protein localization to nuclear envelope (GO:0090435)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	INTS13;NUP155;TOR1AIP2
positive regulation of RNA binding (GO:1905216)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	NCBP1;FMR1;EIF3E
regulation of non-motile cilium assembly (GO:1902855)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	WRAP73;CEP135;MAP4
regulation of hydrogen peroxide metabolic process (GO:0010310)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	NOXA1;RAC2;HDAC6
negative regulation of translation in response to stress (GO:0032055)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	SESN2;EIF2AK3;EIF2AK4
COPI coating of Golgi vesicle (GO:0048205)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	TMED9;TMED10;TMED2
regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902253)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	PRKN;UBB;RPS7
positive regulation of protein localization to early endosome (GO:1902966)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	MSN;EZR;SORL1
aldehyde catabolic process (GO:0046185)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	ALDH3B1;AKR1A1;HOGA1
negative regulation of glycolytic process (GO:0045820)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	HDAC4;PPARA;CBFA2T3
snRNA modification (GO:0040031)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	NHP2;METTL16;NOP10
positive regulation of receptor binding (GO:1900122)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	ANXA2;HFE;B2M
negative regulation of bone resorption (GO:0045779)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	P2RX7;UBASH3B;TNFAIP3
positive regulation of podosome assembly (GO:0071803)	3/6	0.420769446831163	1	0	0	1.30497194310322	1.12967535891305	FSCN1;ASAP1;LCP1
positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043)	3/6	0.420769446831163	0.999621269636604	0	0	1.30497194310322	1.12967535891305	PTEN;PMAIP1;ATF3
ceramide transport (GO:0035627)	3/6	0.420769446831163	0.999156113159341	0	0	1.30497194310322	1.12967535891305	PSAP;PLTP;PLEKHA8
regulation of MHC class I biosynthetic process (GO:0045343)	3/6	0.420769446831163	0.998691389385779	0	0	1.30497194310322	1.12967535891305	CIITA;HSPH1;NLRC5
collagen biosynthetic process (GO:0032964)	3/6	0.420769446831163	0.998227097712424	0	0	1.30497194310322	1.12967535891305	ADAMTS3;P3H4;TRAM2
positive regulation of fibroblast migration (GO:0010763)	3/6	0.420769446831163	0.997763237536907	0	0	1.30497194310322	1.12967535891305	TGFB1;DMTN;ARHGEF7
positive regulation of cGMP biosynthetic process (GO:0030828)	3/6	0.420769446831163	0.997299808257977	0	0	1.30497194310322	1.12967535891305	NANOS1;NOS3;APOE
positive regulation of protein acetylation (GO:1901985)	3/6	0.420769446831163	0.996836809275499	0	0	1.30497194310322	1.12967535891305	FAM161A;TERF2IP;ARNTL
regulation of histone H3-K9 methylation (GO:0051570)	5/11	0.42081551269154	0.996483323092775	0	0	1.18633813009384	1.02684772576235	ZNF274;MYB;ATRX;BRCA1;SIRT1
positive regulation of extracellular matrix organization (GO:1903055)	5/11	0.42081551269154	0.99602113231212	0	0	1.18633813009384	1.02684772576235	SMAD3;TGFB1;RGCC;FSCN1;CLASP2
regulation of actin filament depolymerization (GO:0030834)	5/11	0.42081551269154	0.995559370081099	0	0	1.18633813009384	1.02684772576235	MTPN;PLEKHH2;WDR1;SH3BP1;CFL2
positive regulation of histone deacetylation (GO:0031065)	5/11	0.42081551269154	0.995098035803953	0	0	1.18633813009384	1.02684772576235	NIPBL;ING2;CTBP1;AKAP8L;C6ORF89
stress granule assembly (GO:0034063)	5/11	0.42081551269154	0.994637128886026	0	0	1.18633813009384	1.02684772576235	DYNC1H1;ATXN2;OGFOD1;CIRBP;C9ORF72
T cell proliferation (GO:0042098)	5/11	0.42081551269154	0.994176648733764	0	0	1.18633813009384	1.02684772576235	BTN3A1;SLC11A1;DOCK8;MSN;PIK3CG
positive regulation of chromosome segregation (GO:0051984)	5/11	0.42081551269154	0.993716594754711	0	0	1.18633813009384	1.02684772576235	CCNB1;NUMA1;SMC5;SMC6;RAD18
regulation of ceramide biosynthetic process (GO:2000303)	5/11	0.42081551269154	0.993256966357507	0	0	1.18633813009384	1.02684772576235	SMPD2;SAMD8;PRKCD;ORMDL1;NSMAF
negative regulation of cell division (GO:0051782)	5/11	0.42081551269154	0.992797762951887	0	0	1.18633813009384	1.02684772576235	BLM;MYC;TXNIP;E2F7;E2F8
response to sterol (GO:0036314)	5/11	0.42081551269154	0.992338983948674	0	0	1.18633813009384	1.02684772576235	SMAD2;TGFB1;INSIG1;RORA;TGFBR2
cytoplasmic mRNA processing body assembly (GO:0033962)	5/11	0.42081551269154	0.991880628759783	0	0	1.18633813009384	1.02684772576235	DYNC1H1;ATXN2;LIMD1;PATL1;LSM3
regulation of RNA polymerase II transcriptional preinitiation complex assembly (GO:0045898)	5/11	0.42081551269154	0.991422696798214	0	0	1.18633813009384	1.02684772576235	PSMC5;PSMC6;THRA;PSMC2;HMGB1
negative regulation of heart contraction (GO:0045822)	5/11	0.42081551269154	0.990965187478048	0	0	1.18633813009384	1.02684772576235	GRK2;RNLS;FKBP1B;SRI;PIK3CG
positive regulation of fatty acid oxidation (GO:0046321)	5/11	0.42081551269154	0.990508100214452	0	0	1.18633813009384	1.02684772576235	IRS2;MLYCD;PPARA;PPARGC1B;PLIN5
cyclooxygenase pathway (GO:0019371)	5/11	0.42081551269154	0.990051434423666	0	0	1.18633813009384	1.02684772576235	CBR1;HPGDS;PTGES2;PTGES3;PTGS1
oxidative phosphorylation (GO:0006119)	5/11	0.42081551269154	0.98959518952301	0	0	1.18633813009384	1.02684772576235	UQCRB;CHCHD10;MT-CO2;UQCRC2;TEFM
aspartate family amino acid biosynthetic process (GO:0009067)	5/11	0.42081551269154	0.989139364930876	0	0	1.18633813009384	1.02684772576235	MTRR;MTHFD1;ASNS;PLOD3;PLOD1
carbohydrate derivative catabolic process (GO:1901136)	5/11	0.42081551269154	0.988683960066727	0	0	1.18633813009384	1.02684772576235	MANBA;NGLY1;STT3B;SAMHD1;DERA
regulation of receptor biosynthetic process (GO:0010869)	5/11	0.42081551269154	0.988228974351096	0	0	1.18633813009384	1.02684772576235	HDAC2;NR1D1;PPARA;HIF1A;HDAC6
regulation of chromatin silencing (GO:0031935)	5/11	0.42081551269154	0.98777440720558	0	0	1.18633813009384	1.02684772576235	HIRA;UHRF1;MIER1;SIRT1;ASF1A
regulation of mRNA polyadenylation (GO:1900363)	5/11	0.42081551269154	0.987320258052842	0	0	1.18633813009384	1.02684772576235	CDK9;RNF20;NUDT21;HSF1;ZC3H14
urate metabolic process (GO:0046415)	5/11	0.42081551269154	0.986866526316604	0	0	1.18633813009384	1.02684772576235	CARMIL1;PRPS1;PNP;SLC16A9;ABCG2
positive regulation of T-helper cell differentiation (GO:0045624)	5/11	0.42081551269154	0.98641321142165	0	0	1.18633813009384	1.02684772576235	ANXA1;CD80;MYB;RARA;SOCS5
RNA polymerase II transcriptional preinitiation complex assembly (GO:0051123)	5/11	0.42081551269154	0.985960312793816	0	0	1.18633813009384	1.02684772576235	TAF7L;GTF2A2;TAF7;TAF6;TAF1
regulation of stem cell population maintenance (GO:2000036)	5/11	0.42081551269154	0.985507829859996	0	0	1.18633813009384	1.02684772576235	ZNF706;NCOA3;CNOT2;HMGA2;ELAVL1
regulation of lamellipodium morphogenesis (GO:2000392)	5/11	0.42081551269154	0.985055762048133	0	0	1.18633813009384	1.02684772576235	KANK1;ARHGEF7;RREB1;CORO1B;CD44
regulation of protein kinase C signaling (GO:0090036)	5/11	0.42081551269154	0.984604108787222	0	0	1.18633813009384	1.02684772576235	PHLPP1;FLT4;ULK4;MYADM;GPD1L
regulation of protein phosphorylation (GO:0001932)	102/261	0.422069077754706	0.987084557187107	0	0	1.01997807047148	0.879819096609258	APP;TRAF3IP1;FMR1;ULK4;CIB1;KNDC1;PARK7;CCND3;CCND2;CCND1;CHORDC1;SESN2;CDK5RAP1;AKT1;PLCE1;PDE8A;CDK5RAP3;MEN1;PAQR3;CSNK1D;ATG14;FKBP8;ERP29;MYADM;WDFY2;TNIK;CARD14;PRKDC;STK4;C9ORF72;AGER;SLC9A3R1;ABL1;INPP5K;ECT2;ZBED3;LYN;WWTR1;PRNP;TGFB1;INSR;EIF2AK3;EIF2AK4;PTK2;MOB1B;GDF9;CCDC88A;IBTK;FER;CCDC88C;DNAJC10;PLXNB2;LRRK2;FLT4;AKAP8L;PTEN;HSPB1;ARRB1;SMG8;MYDGF;FLCN;SPRED1;RB1CC1;FLOT1;NPTN;AKTIP;PLAUR;SIRT1;RAP2A;IMPACT;NDUFS4;TERF2IP;FAM20A;GAS6;CACTIN;PRKN;PPP1R15B;PHLPP1;RALB;BRAT1;LRP6;PAK1;NSD1;P2RY1;FYN;PAK2;FNIP2;BRD4;PAK4;NTRK1;GDF11;NPM1;SEMA4D;KIDINS220;GDF15;STAT2;BMP8B;PML;MTOR;PINK1;CDK2AP1;NOP53
negative regulation of protein catabolic process (GO:0042177)	16/39	0.42238744621609	0.987376609271968	0	0	1.07074620972572	0.922803633485286	CTSA;SF3B3;ROCK1;AGAP2;IRAK3;PHB;AZIN1;CST3;SNX3;SNRNP70;FLNA;TIMP1;RILP;CDK5RAP3;SNCA;MAD2L1
epithelial tube morphogenesis (GO:0060562)	14/34	0.428561878903181	1	0	0	1.07468277667324	0.910600364219659	ACVR1;RYR2;PRKX;SCRIB;PKD2;PKD1;MTSS1;PAK1;TBX20;CSNK2B;CTNNB1;HES1;CCM2;MEGF8
negative regulation of DNA binding (GO:0043392)	14/34	0.428561878903181	1	0	0	1.07468277667324	0.910600364219659	SP100;JUN;KDM1A;HMGA2;GATA1;SUMO1;ID2;ID1;E2F1;HABP4;ID4;ID3;JAK2;ZNF675
regulation of JUN kinase activity (GO:0043506)	14/34	0.428561878903181	1	0	0	1.07468277667324	0.910600364219659	GSTP1;PTPN22;TANK;DNAJA1;PAK1;TAOK3;PDCD4;AIDA;TLR6;MAP3K7;ZNF675;MAP3K4;SASH1;TP73
positive regulation of DNA binding (GO:0043388)	14/34	0.428561878903181	0.999977717440755	0	0	1.07468277667324	0.910600364219659	PRKN;TGFB1;PINX1;CEBPG;HMGB2;PLAUR;HMGA2;TXN;PARK7;HMGB1;NME1;NIPBL;TRIM6;HES1
positive regulation of exocytosis (GO:0045921)	14/34	0.428561878903181	0.999520689233516	0	0	1.07468277667324	0.910600364219659	RAB2B;RAB3A;PDCD6IP;SDC4;VPS4B;RAB27A;RAB27B;STAM;UNC13D;CHMP2A;ATP13A2;EXPH5;CLASP2;RAB7A
interferon-gamma-mediated signaling pathway (GO:0060333)	28/70	0.429963049145529	1	0	0	1.04397755448258	0.881175525205912	CIITA;SP100;HFE;ICAM1;MT2A;TRIM5;TRIM25;TRIM26;JAK2;GBP2;FCGR1A;B2M;CAMK2G;JAK1;IFNGR1;STAT1;IFNGR2;PRKCD;HLA-B;HLA-C;HLA-A;PML;HLA-E;IRF1;IRF6;TRIM38;IRF9;CD44
positive regulation of protein modification process (GO:0031401)	64/163	0.430437626387476	1	0	0	1.02476324366388	0.863827098924165	APP;FMR1;LRRK2;FLT4;CIB1;KNDC1;ARRB1;MYDGF;FLCN;CCND3;CCND2;CCND1;RB1CC1;CHORDC1;FLOT1;NPTN;AKT1;PDE8A;AKTIP;PRKCD;PLAUR;PPP2R5A;CSNK1D;ATG14;SIRT1;RAP2A;BRMS1;FAM161A;CNEP1R1;ERP29;TERF2IP;WDFY2;TNIK;FAM20A;GAS6;CARD14;RALB;BRAT1;GBA;STK4;AGER;ARNTL;PTPA;PAK1;PPP1R7;P2RY1;ABL1;SYMPK;ATG7;LYN;NTRK1;TGFB1;SEMA4D;INSR;PTK2;MTOR;PINK1;DLC1;UBE2N;CDK2AP1;CALM3;CALM1;CALM2;RAB3GAP1
negative regulation of neuron death (GO:1901215)	33/83	0.43389912413557	1	0	0	1.03768853307003	0.866410989350202	PRKN;SET;LRRK2;GBA;AGAP2;HTRA2;PARK7;SLC30A10;TANK;ERBB3;AKT1;VPS35;APOE;SNCA;NTRK1;PRKCI;KDM2B;F2R;SOD2;BTBD10;SORL1;PINK1;MSH2;CDK5;ERCC2;TYRO3;BCL2;PPT1;ADAM8;ATP13A2;CPEB4;TP73;EIF4G1
positive regulation of homeostatic process (GO:0032846)	33/83	0.43389912413557	1	0	0	1.03768853307003	0.866410989350202	RYR2;HMGB2;PIK3CB;METRNL;FOXO3;ACVR1B;HIF1A;GATA1;DHX36;INPP5K;NCKAP1L;SYK;PRMT1;STAT1;PIH1D1;ATRX;STAT3;PRKCA;PML;GNL3;SMARCA4;FAM210B;P2RX7;PINK1;P2RX5;P2RX4;TAL1;FKBP1B;ADAM8;GPLD1;HSPA1B;HSPA1A;EIF4G1
superoxide metabolic process (GO:0006801)	12/29	0.435318411931297	1	0	0	1.07997678049922	0.8981924258096	PREX1;PRDX2;CYB5R4;CCS;NRROS;SH3PXD2A;NOS3;NOXA1;CYBB;ALOX12;ATP7A;SOD2
vacuolar transport (GO:0007034)	12/29	0.435318411931297	1	0	0	1.07997678049922	0.8981924258096	VPS53;TMEM50B;VPS13C;NEDD4;VPS52;VPS13D;VPS41;VTI1A;PCSK9;VPS54;USE1;CHMP7
amino acid transmembrane transport (GO:0003333)	12/29	0.435318411931297	1	0	0	1.07997678049922	0.8981924258096	SLC36A1;SLC6A6;SLC7A5;SLC38A1;SLC7A6;SLC7A5P1;SLC38A10;SLC38A6;SLC3A2;SLC38A9;SLC7A11;SLC38A2
TRIF-dependent toll-like receptor signaling pathway (GO:0035666)	12/29	0.435318411931297	1	0	0	1.07997678049922	0.8981924258096	IKBKB;CASP8;TBK1;UBB;TRAF3;UBE2D3;UBE2D1;FADD;TLR6;TANK;IKBKE;BIRC2
negative regulation of cellular biosynthetic process (GO:0031327)	19/47	0.436831671850664	1	0	0	1.0550836986792	0.873828072385664	ACADVL;TGFB1;FBXW7;MPV17L;MST1;ATP2B4;ERLIN1;AP2A1;BRCA1;ERLIN2;SOGA1;CLK2;KHSRP;APOC1;PGP;SNAI1;TRIB3;GLA;ASB1
response to lipid (GO:0033993)	55/140	0.437881322122861	1	0	0	1.02533509815253	0.846729269882688	OTUD5;CXCL8;HMGB2;PTPN22;AQP3;TRIM6;CTSH;CD36;JAK2;JUNB;PAQR8;NANOS1;PAQR9;PAQR6;SLC11A1;F2R;IRAK3;TNFRSF1B;MAPKAPK2;RARA;TNFRSF25;TRIM16;TRIB1;PPARA;IFNAR1;PPARD;VPS4B;LIAS;STRN3;SOCS2;CYP27B1;RXRA;TNFRSF14;PCK2;MICB;SNCA;CDKN2D;JUN;TGFB1;GCH1;VDR;NOS3;NR1H2;STAT3;ERBIN;NR1D2;TNFRSF10A;NR1D1;ACER2;ASXL1;FER;CPS1;ALPL;CTNNB1;LTBR
regulation of stress fiber assembly (GO:0051492)	24/60	0.442003814880621	1	0	0	1.04397755448258	0.852341658347962	ARHGEF10;CARMIL1;ROCK1;TPM1;PXN;LIMK1;TSC1;ARAP1;ARHGAP6;PPM1E;RHOA;PPM1F;PAK1;RGCC;DLC1;STMN1;ALMS1;ABL1;INPP5K;ITGB1BP1;NF2;PFN1;S100A10;CLASP2
regulation of mRNA splicing, via spliceosome (GO:0048024)	24/60	0.442003814880621	1	0	0	1.04397755448258	0.852341658347962	SRPK2;RBM25;MBNL2;NCBP1;WTAP;YTHDC1;FMR1;HNRNPU;PRDX6;SRPK1;SMU1;THRAP3;C1QBP;TRA2B;CWC22;SRSF3;SAP18;SRSF4;RNPS1;NUP98;METTL16;SRSF7;RBMX;SRSF9
regulation of protein catabolic process (GO:0042176)	36/91	0.442363161705476	1	0	0	1.03250527366409	0.84213618606649	PRKN;GSK3A;NDUFA13;CDKN1B;SF3B3;LRP1;FAF1;AGAP2;TNFAIP3;NEDD4L;FURIN;IDE;PHB;OAZ1;SNX3;FZR1;CHEK2;WDR91;FLNA;STX5;RILP;ATG7;CTSA;BARD1;EGLN2;WWP1;IRAK3;WWP2;SORL1;AZIN1;NEDD4;ATP13A2;SEC22B;TRIM32;RAB7A;MAD2L1
mitochondrial transport (GO:0006839)	53/135	0.442647608501057	1	0	0	1.02464463680698	0.835066209562232	SLC25A1;MRS2;TOMM22;CHCHD4;MT-ATP6;TIMM17A;FLVCR1;TSPO;SLC25A43;VPS35;SLC25A42;SLC25A45;SLC25A44;TOMM70;HSP90AA1;TOMM34;TIMM22;TIMM21;TOMM40L;SLC25A15;SLC25A10;SLC25A12;SLC25A5;SLC25A4;SLC25A13;PRKN;STOML2;TOMM40;COX5B;MFF;TIMM50;SLC25A26;SLC25A29;GRPEL1;UCP2;PMAIP1;SLC25A21;TIMM8B;FIS1;PNPT1;HSPA4;DNAJC15;MT-ATP8;TIMM10B;SLC25A38;SLC25A37;PINK1;SLC25A39;ABCB10;BCL2;SLC25A32;SLC25A33;BCL2L1
positive regulation of histone methylation (GO:0031062)	10/24	0.442842735008829	1	0	0	1.08747661925269	0.885793827422334	SMAD4;MTF2;MYB;TET1;CTNNB1;WDR61;BRCA1;SIRT1;OGT;PHF19
positive regulation of microtubule polymerization or depolymerization (GO:0031112)	10/24	0.442842735008829	1	0	0	1.08747661925269	0.885793827422334	CLIP1;PAK1;NUMA1;DCTN1;FES;AKAP9;KATNB1;TOGARAM1;SLAIN2;MAPRE1
DNA geometric change (GO:0032392)	10/24	0.442842735008829	1	0	0	1.08747661925269	0.885793827422334	ZRANB3;PIF1;BLM;WRN;DHX9;HMGB2;MTERF1;HMGB1;DNA2;ASCC3
positive regulation of vascular endothelial growth factor production (GO:0010575)	10/24	0.442842735008829	1	0	0	1.08747661925269	0.885793827422334	C5;TGFB1;FLT4;EIF2AK3;CYP1B1;RORA;BRCA1;IL6ST;HIF1A;SULF2
protein alpha-1,2-demannosylation (GO:0036508)	10/24	0.442842735008829	1	0	0	1.08747661925269	0.885793827422334	RNF103;UBB;MAN1A2;EDEM1;AMFR;EDEM2;SEL1L;MAN1C1;MAN1B1;UGGT2
negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435)	10/24	0.442842735008829	1	0	0	1.08747661925269	0.885793827422334	USP14;UBXN1;RYBP;BAG5;HFE;GIPC1;PARK7;FHIT;OGT;NOP53
organic cation transport (GO:0015695)	10/24	0.442842735008829	1	0	0	1.08747661925269	0.885793827422334	SLC22A4;RALBP1;SEC14L1;SLC44A1;SLC22A16;SLC44A2;RHAG;SLC25A42;RHCE;RHD
histone monoubiquitination (GO:0010390)	10/24	0.442842735008829	1	0	0	1.08747661925269	0.885793827422334	RNF20;RNF168;RYBP;KDM2B;RING1;UHRF1;LEO1;TRIM37;BCOR;SKP1
Golgi to plasma membrane protein transport (GO:0043001)	10/24	0.442842735008829	1	0	0	1.08747661925269	0.885793827422334	BBS2;MACF1;GOLGA4;RAB31;KIF13A;GOLPH3L;ANK3;BLZF1;OPTN;SPTBN1
