logFC	logCPM	F	PValue	FDR	rank
COX16	-0.778101545883213	1.00790955507392	6.3983523076736	0.026730045463696	0.120510598474052	-1.57300030257472
MICOS10	-0.272783444086649	4.87232769349331	6.3952831178095	0.0267596817239817	0.120606545540868	-1.57251905631305
KCTD9P4	0.681910362603174	1.437135313357	6.39225523969208	0.0267889574211415	0.120700808155929	1.57204418803628
FEZ2	-0.237408668742818	5.13981692429778	6.39015309677544	0.0268093048765799	0.120754797253762	-1.57171444644902
RELL1	0.45946126411683	2.53395934305417	6.38553879096674	0.0268540330959857	0.120904842777006	1.57099048017687
LINC01588	-0.739373550883517	1.27503057419428	6.38498907656947	0.0268593676077763	0.120904842777006	-1.57090421682316
CIAPIN1	0.210785391543004	5.45493977277205	6.38116762738114	0.026896486425218	0.121034188913481	1.57030444958137
CCSER2	0.471404877084284	3.34519060888129	6.37855799187384	0.0269218696543612	0.121080843054573	1.56989478276988
GGCX	-0.329611965680107	4.09942853361397	6.37831603114908	0.0269242245865397	0.121080843054573	-1.56985679546308
TSPYL2	-0.390568881617795	3.31555893743053	6.37706083495681	0.0269364449773701	0.121080843054573	-1.56965972222064
C4A	0.709973015875786	0.930632597623934	6.37580109183851	0.0269487162776268	0.121080843054573	1.56946191792888
TERF1	-0.223552643831962	5.17614822231912	6.37577827894439	0.0269489385619695	0.121080843054573	-1.56945833570016
MIOS	-0.227725564703334	5.43926005242695	6.37444153902381	0.0269619673051688	0.121080843054573	-1.56924842227739
ARHGEF19	0.803394645195718	0.968340779010788	6.37407245354924	0.0269655659753708	0.121080843054573	1.56919045995209
CEP250	0.204519926809962	7.23584267054596	6.36890875475413	0.0270159732809075	0.12126946215273	1.56837938189442
TMC5	0.321498965363677	3.88659385722365	6.36591449571565	0.0270452542161181	0.12136316128812	1.56790893198348
MINPP1	-0.185808833403039	7.85788943481269	6.36150580484157	0.0270884357339778	0.121516764574863	-1.56721607328785
RECQL4	0.362375448523625	6.47254065545818	6.36059624675201	0.0270973547373814	0.121516764574863	1.56707310318578
OBI1	-0.234399371660007	5.2541666684648	6.35984368468309	0.027104736902955	0.121516764574863	-1.56695480392109
TBL1X	-0.25834063697011	4.52677735350431	6.3579562207603	0.0271232622880652	0.121562065939308	-1.56665807629103
VRK1	-0.254438027231207	7.25040444189929	6.35621769381711	0.0271403392046094	0.121600849397188	-1.56638472875552
C3orf62	-0.384566325776253	3.15393361859296	6.35518308899898	0.0271505078278448	0.121608666150409	-1.56622204287925
ARL6IP1	-0.177516487705269	8.01136379398781	6.34725956176869	0.0272285349074885	0.121920325658965	-1.56497572622196
DDX49	0.256573537438594	6.21750027551592	6.34445468263228	0.0272562199868406	0.122006447048071	1.56453437420517
PGAM5	0.328827869065433	5.95983556014797	6.34268759474976	0.0272736789389773	0.122046754235299	1.56425627624492
RIC8A	0.192143435278003	6.40290331271153	6.3406072434367	0.0272942500286959	0.122100958603735	1.56392883441806
CHP1	-0.193328456254808	6.09917571688346	6.33726847646683	0.0273273033210975	0.122170160406069	-1.56340322269995
FTH1	0.462581572868514	5.85113045284324	6.33661579563916	0.0273337703327393	0.122170160406069	1.56330045898545
RNF213	0.173004610474231	7.05366311662432	6.33648082183119	0.0273351079323637	0.122170160406069	1.5632792069622
PARGP1	-0.21980224774986	5.07840827522679	6.3308659729617	0.0273908206074783	0.12236178957335	-1.56239495642946
SEPTIN7P2	-0.263078811172254	4.48075055638779	6.33045169960175	0.027394936540667	0.12236178957335	-1.56232970125483
RPS20P4	-1.02774238729836	0.42279458194119	6.32826184555064	0.0274167056564145	0.122421145331271	-1.56198473047989
IER3	-0.718465793713714	1.09467046806463	6.32351637120868	0.027463950675084	0.122576300106177	-1.56123698956913
RRN3P1	-0.331553233318077	3.55242463926504	6.32306643126223	0.0274684352205238	0.122576300106177	-1.56116608009338
ZNF232	0.346337797833167	3.70160665514609	6.31978752124088	0.0275011424240449	0.122668124082968	1.56064926478234
KLRG1	-0.500498500650275	2.03354751979623	6.31930023819075	0.0275060070418791	0.122668124082968	-1.56057245016068
CSNK1D	0.37714308420641	4.96603434633142	6.31824945623885	0.0275165006400638	0.122677023854219	1.56040679752018
ANKRD46	-0.262690326200862	4.43568125914596	6.31499882255515	0.0275489931882453	0.122783965935631	-1.55989426834683
SCARNA7	-0.23082420518576	7.02441567074421	6.31194798847278	0.0275795301701059	0.122856939359821	-1.55941313650203
NDUFS8	0.246420854587333	5.65059798673654	6.31166276727812	0.0275823871200596	0.122856939359821	1.55936815048044
FCGR2A	0.727003882590532	1.93595420554844	6.30942547847422	0.0276048094051465	0.122913010969161	1.55901524705958
B3GALNT2	-0.218536526814207	5.3575630354388	6.3087080293049	0.0276120043345102	0.122913010969161	-1.55890206710853
HIVEP1	-0.212607315953179	5.33547439331343	6.30559380146759	0.0276432612302209	0.12300940853956	-1.55841072212492
GK	0.423975157846538	2.77600799919497	6.30485309422962	0.0276507017671704	0.12300940853956	1.55829384194546
ELMO3	0.425420221639427	2.5832688947981	6.3028374624223	0.0276709612317072	0.12306161316726	1.55797575410894
E2F3	-0.216423769219148	6.27329692483113	6.29924054527353	0.027707158417789	0.123184643954174	-1.55740801217354
EEF2KMT	0.42163363140518	3.1544610863951	6.29570165206036	0.0277428267463929	0.123286508529122	1.55684929027732
CHTOP	0.211271332307004	6.13761454913319	6.29527302098246	0.0277471506103572	0.123286508529122	1.55678160849573
PLPP6	-0.351266429332809	3.2302645013389	6.29168493052445	0.0277833773788196	0.123409487950966	-1.55621496206026
FANCI	-0.181100357495479	7.76241751971416	6.290260434261	0.0277977752745901	0.123435461047057	-1.55598996036363
ENOX2	-0.235738348572566	5.30491738644788	6.28807191613493	0.027819912735447	0.12349577498429	-1.55564423662195
CPT2	-0.327783050364626	4.06596317945195	6.28234717786903	0.0278779194271074	0.123715230510213	-1.55473964144359
FUCA1	0.308275323553278	4.01067400610601	6.28081454525573	0.0278934734797106	0.12373914357648	1.55449740114656
ITGAE	-0.251111269683768	4.712626952983	6.27989233430282	0.0279028375980817	0.12373914357648	-1.55435162860726
BIRC7	0.779084436517378	0.404142883715562	6.27928340756621	0.0279090226853019	0.12373914357648	1.55425537131545
YWHAH	0.29062397072853	5.27987073844622	6.27181070371857	0.0279850587896423	0.124038166621823	1.55307377641169
SIN3A	-0.199704743659233	5.94359065652078	6.27081518884509	0.0279952069507727	0.124045060632706	-1.55291631769404
MOGS	0.371615288640249	5.51504701871509	6.26390258397122	0.0280657942748656	0.124281854692269	1.55182266253713
CMIP	0.341459688713772	3.44669617820673	6.26389553850206	0.0280658663270157	0.124281854692269	1.55182154759234
DYRK2	-0.234223355744092	5.30254322994667	6.2621804516682	0.0280834126250476	0.124321418170864	-1.55155011897194
OGFOD1P1	-0.652917973099111	1.27814506368133	6.2612287082133	0.0280931551316866	0.124326421668003	-1.55139948260932
LZTS2	0.495477685451083	3.77059721522003	6.23860116397092	0.0283259720002502	0.125318336437515	1.54781517847772
LACTB2-AS1	-0.517382377059911	2.03724052767822	6.2350583765195	0.0283626318752399	0.1254420814188	-1.54725347180138
MON1A	0.376672120789361	4.09777892991547	6.23154063336147	0.0283990885487916	0.125562513581789	1.54669559814248
TMEM251	0.393946840567896	3.92888311663978	6.23075313992024	0.0284072575061045	0.125562513581789	1.54657069191792
SLC31A1	0.185337432560212	6.58185105707518	6.22843505119415	0.0284313201449373	0.125603970180412	1.54620297434576
DCPS	0.302108863655645	4.27353711272296	6.22817335872885	0.0284340381372671	0.125603970180412	1.54616145841736
DBP	0.402381157975746	2.62315012244864	6.22133227978048	0.0285052009735319	0.125879804605049	1.54507589269219
PLXNA1	0.365540759242553	4.92756553608404	6.22020527135623	0.0285169447855356	0.125893154411007	1.54489700525279
RTCB	0.178499471587249	7.39419997722945	6.2187359015159	0.028532264780264	0.125922278926289	1.54466375436697
UGGT2	-0.273941898912178	6.23161001977988	6.21727798489372	0.0285474750554065	0.125934872304427	-1.54443229785585
CENPX	0.277782403130908	4.84931168171956	6.21679025865707	0.0285525656035182	0.125934872304427	1.54435486194039
MRFAP1	0.205578604840984	6.79221363075207	6.21549119205874	0.0285661296380807	0.125956214861128	1.54414859723324
RPLP1	0.346719327545026	8.71354068509832	6.21220314901018	0.0286004956403049	0.12606923818731	1.5436264405778
NOXA1	0.891927936419885	0.655199105475405	6.2108986438051	0.0286141437309664	0.126090897100193	1.54341924568361
FEM1B	0.173800217914948	7.93845440929781	6.20952607086147	0.0286285123452855	0.126115716880238	1.54320121911147
RSU1	-0.166485090885996	6.58183020976935	6.20689207914804	0.0286561100602857	0.126198781217292	-1.54278276348545
GABPB1	-0.211336134807773	5.69909726966244	6.20555710214463	0.0286701094218124	0.126202548111418	-1.54257064953002
GLUD1	-0.177254889434893	7.3376246473741	6.20514335884008	0.0286744498341266	0.126202548111418	-1.54250490599148
RAP1AP	0.645206395276854	2.13851691993529	6.2022899068961	0.0287044055686075	0.126235915037821	1.54205144238447
RNU5B-1	-0.610791598840418	8.13630710515861	6.20216790243101	0.0287056872110465	0.126235915037821	-1.54203205170899
LRRN3	-0.755675976521765	0.792453142474977	6.20192256193812	0.0287082646902996	0.126235915037821	-1.54199305822464
NIBAN1	-0.172655749930908	7.08980557678931	6.19494593695211	0.0287816747513788	0.126496001063298	-1.54088393888722
MAPK12	-0.413063903804429	3.03095540809477	6.19463631181533	0.0287849378978203	0.126496001063298	-1.54083470317821
GEN1	-0.201013332156117	6.81691646922408	6.19247488921844	0.0288077294668128	0.126529635758239	-1.54049097007408
ZNF582	0.423499691213229	2.79746927661301	6.19224816871307	0.0288101214143343	0.126529635758239	1.54045491147091
DTD1	-0.208697768222124	5.26312271314356	6.18017217245363	0.0289378684055221	0.12705202807242	-1.53853346263696
C12orf4	-0.20891706894345	5.60436422750778	6.17913306677595	0.0289488921902555	0.127061784025092	-1.53836805110285
BTG2	0.491692314853929	2.84983179466866	6.17480303632084	0.0289948830399325	0.127224964001357	1.53767863877693
RER1	0.185565566791731	6.63345861597524	6.16999344710913	0.02904606958963	0.127359181143215	1.5369126264757
ARL1	-0.206987285592761	5.76127347936034	6.16903984765937	0.0290562311608888	0.127359181143215	-1.5367607180551
ERLIN2	-0.193820686491716	6.54525071164242	6.16855520580678	0.0290613971363388	0.127359181143215	-1.53668351068435
HSPA1L	-0.472573812423415	2.05740191189679	6.1678112980576	0.0290693288522821	0.127359181143215	-1.53656499503092
AGFG2	0.409464461759262	3.77139144506	6.16778745489073	0.0290695831162991	0.127359181143215	1.53656119635441
CEP57	-0.187735715451524	7.34854017873755	6.16572234903681	0.0290916155086897	0.127417039285026	-1.53623216094516
DDX1	0.180685254078929	8.75770931043177	6.15872366028271	0.0291664319484939	0.12770597864982	1.53511669668766
HERC2P4	1.26188463604071	-0.233062321329678	6.15719829934507	0.0291827685844777	0.12773876509567	1.534873508744
SMIM6	-0.894865320307719	0.119795510762033	6.15411936630278	0.0292157772397986	0.127844486278791	-1.53438255547846
RAB28	-0.330609275058609	4.33454538822742	6.15037249809078	0.0292560067572462	0.12788254100641	-1.53378495236121
AGPAT4	0.381983637206475	3.02764430400732	6.14975104800104	0.0292626855490422	0.12788254100641	1.53368581950909
ING2	-0.220683990900821	5.24327518918804	6.14936789767926	0.0292668042130222	0.12788254100641	-1.53362469773784
ZFAND2B	0.382279253584268	3.44480625742732	6.14918801275554	0.0292687381195003	0.12788254100641	1.53359600115867
PPM1G	0.217919630368852	7.70756880158873	6.14918535824823	0.0292687666587128	0.12788254100641	1.53359557768922
MRPS25	0.17146789943866	6.98505998475603	6.14213549535621	0.0293446785147703	0.128175424822761	1.53247064403168
TPCN1	0.343738972177312	3.37292188489634	6.14024456740106	0.0293650796455682	0.128213300751506	1.53216881690228
ZNF124	-0.319601930984616	4.59529200338913	6.13968566225392	0.0293711128834324	0.128213300751506	-1.53207959757059
CEP41	-0.362716975883968	3.90568620141308	6.13836331866707	0.0293853931287375	0.128236860703282	-1.53186849475733
PRDX1P1	0.412114755924896	3.07544268463137	6.13675171174234	0.0294028083777096	0.128274083330497	1.53161118643502
ATRIP	-0.591057504985226	1.20286044606268	6.13365919986053	0.0294362609634925	0.128381227573709	-1.53111735554547
PDZK1IP1	0.753855224479623	0.928830225639078	6.13082388310478	0.029466971273611	0.128476350741724	1.53066450028019
PHF2	-0.29199058769523	4.54986452636897	6.1241610581923	0.0295392891425005	0.128752771153725	-1.52959996011426
SEC61G	-0.226977806578015	5.54741765567676	6.12211818608882	0.0295615047150744	0.128810709950744	-1.52927346361883
FOXO1	-0.836222982490967	0.615035021098443	6.12052130798041	0.0295788841193765	0.128847547117477	-1.52901821404225
LENG1	0.430831435870351	3.24896866206072	6.11721231529751	0.0296149358787745	0.128965675519152	1.52848920334127
CDC42P6	-0.231979589837887	5.79833947306905	6.11608243583437	0.0296272580094062	0.128980427208621	-1.52830854043652
PDCD6IP	-0.165465424773252	7.20991183218011	6.11406260768493	0.0296493008912414	0.12903616312405	-1.52798554252419
POLK	-0.2364495769051	5.95594190796464	6.11327168593496	0.0296579377421444	0.12903616312405	-1.52785905082432
C2orf16	1.06040638978202	-0.181539502745219	6.11138485467015	0.0296785540216206	0.129057293503164	1.52755726227875
WDR75	-0.206938989722596	7.71003279943627	6.10967722577868	0.029697226995029	0.129057293503164	-1.52728410142291
SMG1P1	-0.211562344736411	5.62175703951856	6.10926507545747	0.0297017359694814	0.129057293503164	-1.52721816684663
DCP2	-0.207828074478598	7.75380983352551	6.10870510886642	0.029707863379796	0.129057293503164	-1.52712858198066
INTS2	-0.171795634796225	6.55588632962805	6.1084943934809	0.0297101695141077	0.129057293503164	-1.52709487028211
RASSF1	-0.225873101098125	6.22503234981474	6.10792208019075	0.0297164341649015	0.129057293503164	-1.52700330512064
PCK1	-1.01376251503216	-0.00726408413873757	6.10186705611335	0.0297828101927445	0.129306661035326	-1.52603432627418
ZBTB10	-0.211132196450791	6.00241941437267	6.1008255326047	0.0297942453318351	0.129317415998308	-1.52586761048657
SVIP	0.226026406431701	5.84215719881063	6.09837619531294	0.0298211578382217	0.129395321476576	1.52547549860976
ACO2	0.424640440322396	5.27572408781301	6.09734223436267	0.0298325273586603	0.129405758698804	1.52530995242324
PMPCA	0.344247613619379	5.97717652231158	6.09504127877774	0.0298578474122065	0.129450071749712	1.52494150574357
ITGB1BP2	-0.699300426553888	1.12815442150388	6.09441271676381	0.0298647686566207	0.129450071749712	-1.52484084510717
BDH2P1	-0.433484214421343	2.75929334683331	6.0939700085752	0.0298696445690142	0.129450071749712	-1.52476994521088
CCDC51	0.246422319952822	4.71165887218373	6.09187091884466	0.0298927765096323	0.129511441084349	1.52443374481984
NEK5	0.592142929582282	1.80739014317954	6.08984263032938	0.0299151485171272	0.129564050661973	1.52410883671267
ALMS1	-0.166071765554729	7.17053094872948	6.08914304616122	0.0299228695557647	0.129564050661973	-1.52399676065797
GPSM3	-0.695177400372633	1.51389425648442	6.08680662213077	0.0299486729859923	0.129636894520475	-1.52362241626729
ZNF649	-0.25909655949908	4.47232525844104	6.08424761743543	0.0299769650452048	0.129720463846696	-1.52321233849376
RPS2P36	-0.791509908180813	0.423114324719849	6.07821245167661	0.0300438154542106	0.129970788102183	-1.52224491436139
MROH1	-0.325729040095095	5.24779971189059	6.07723835223713	0.0300546220280448	0.129978587057176	-1.52208872942109
HSPB11	-0.298817061409322	4.11206137279439	6.07432327367585	0.0300869893574425	0.130079598192285	-1.52162126758943
ACAP2-IT1	-0.775334223343926	1.04629654934461	6.06651170945499	0.0301739295665161	0.130382880759185	-1.52036812774598
CD99L2	-0.367379455184462	3.7116856010992	6.06529722139306	0.0301874733255233	0.130382880759185	-1.52017323565872
TRIM14	-0.440945700516292	3.24841087448035	6.06482970266968	0.0301926889453096	0.130382880759185	-1.52009820721185
SEC22C	-0.171264938406091	7.43643048312529	6.06437084013789	0.0301978090420187	0.130382880759185	-1.52002456550241
CPQ	-0.190449157497532	6.26135182411393	6.06396874480114	0.0302022965682123	0.130382880759185	-1.51996003224217
TOB1-AS1	-0.739955201545061	0.751253600733928	6.06314350025777	0.0302115090805853	0.130383660713701	-1.51982758094975
UVSSA	-0.285180525460942	4.09512528211308	6.05697012392713	0.0302805311897477	0.130616147361969	-1.518836510587
LSM14A	0.167708482202219	7.78743937776712	6.05610483717915	0.0302902206432286	0.130616147361969	1.51869756312183
SFI1	-0.332280383234874	4.99687707222691	6.05589928493257	0.0302925229542722	0.130616147361969	-1.51866455434992
GTPBP10	-0.191903903220684	5.68520841559869	6.05428869039628	0.0303105698256347	0.130654937594166	-1.51840589900676
RASIP1	0.735919583430844	0.988597039515411	6.05321566087664	0.030322600345156	0.130667778681395	1.51823355808193
